slot,"เวลา
เริ่มต้น","เวลา
สิ้นสุด","ระยะเวลา
(นาที)",ฝ่ายรับผิดชอบ,กิจกรรม,สถานที่,ผู้ตัดสินใจสูงสุด,ผู้รับผิดชอบ ,รายละเอียด
184,14:50,15:15,25,PLAN,ไลน์น้องจากลานเกียร์ไปห้องบ้าน,ลานเกียร์ → ห้องบ้าน,นอร์ท 0951461000,"บ้านไอคัท - นีโอ 0863645532   
บ้านไอค๊อกแค๊ก -  ปุ๋ย  0968635225
บ้านไอรอเธอ - ฟ้า 0819081530
บ้าน ไอแฟนยู - ออน  0912419412
บ้านไอจาม -  เชอร์รี่  0852589212
บ้านไอเพื่อน - เอิน  0993438222
บ้านไอแดง - คนิ้ง 0858101505
บ้านไอน์สไตน์ -  ถิงถิง 0958209163
พี่บ้านบ้านละ 3 คน
พี่ X จราจร  เบอร์ติดต่อ
เติ้ล        0897991699
ปาล์ม     0915205144","ใช้ระบบแพ็คบ้าน(เรียกบ้านอยู่ลึกมาก่อนแล้ว)
- บ้านไอน์สไตน์ → บ้านไอแดง → บ้านไอเพื่อน → บันไดซีร็อกซ์
- บ้านไอรอเธอ → บ้านไอค๊อกแค๊ก → บ้านไอคัท → บันไดกลาง
- บ้านไอจาม → บ้านแฟนยู → บันไดกิจ

การตั้งแถวไปห้องบ้าน
- น้องตั้งแถวคู่ชายหญิง
- พี่ฝ่ายแผน 1 คนยืนหัวแถว
- พี่บ้านอีก 1 คนยืนท้ายแถว
- หันหัวแถวไปทางบันไดที่จะขึ้น

- บ้านที่วิชาการมาส่งก่อนพี่บ้านสามารถไลน์น้องขึ้นห้องบ้านตามบันไดที่กำหนดได้เลย
- บ้านแพ็คเดียวกันถ้ามาหลายบ้านพร้อมกันให้เรียงลำดับบ้านที่อยู่ลึกเดินก่อน โดยเว้นระยะห่างระหว่างบ้านประมาณ 10 ก้าว
- ในกรณีที่มีบ้านที่ต้องไลน์ขึ้นบันไดซีรอกซ์ แต่บันไดกลางว่าง ให้พี่จราจร บอกพี่บ้านฝ่ายแผนว่าให้ใช้บันไดกลางแทน เนื่องจากบันไดกลางจะสามารถไลน์น้องได้สะดวกกว่า
- เมื่อถึงบ้านแล้วให้พี่บ้านฝ่ายแผนแจ้งใน lineแผนแจ้งข่าว ว่า “บ้านไอคัท ถึงห้องบ้านแล้ว”"
185,15:00,15:05,5,ACADEMIC,พาน้องกลับไปลานเกียร์,ลานเกียร์,ปีย์ 0825383719,"""บ้าน 1 : ลูกคิด 0811491145
บ้าน 2 : ยูนะ 0860607778
บ้าน 3 : ภูมิ 0909702437
บ้าน 4 : โป้ 0892125312
บ้าน 5 : ตังเม 0622515589
บ้าน 6 : หมิว 0993205829
บ้าน 7 : ต้นไผ่ 0820489886
บ้าน 8 : แบว 0988293707""",
186,15:00,15:45,45,ACT,เตรียมอุปกรณ์และจัดห้องกิจกรรม,"ห้อง 401,402,407,417
,418,419,420,421",โปร 0972185694,"ห้อง1: อิงอิง 0863360152
ห้อง2: อั้ม 0948184411
ห้อง3: เต้ 0920921853
ห้อง4: มิลค์ 0613368150
ห้อง5: กันต์ 0982624554
ห้อง6: ก้อย 0649540595
ห้อง7: ยอห์น 0992894794
ห้อง8: น้ำตาล 0933432546",สตาฟ day1 จัดอุปรณ์และเตรียมกิจกรรมภายในห้องกิจกรรม
188,15:00,16:00,60,COOP,กิจกรรมในห้องบ้าน,"บ้านไอคัท
บ้านไอค๊อกแค๊ก
บ้านไอรอเธอ
บ้านไอแฟนยู
บ้านไอจาม
บ้านไอเพื่อน
บ้านไอแดง
บ้านไอน์สไตน์",ข้าวหอม (0899397816),"ประสานแต่ละบ้าน
+ พี่บ้าน","ประสาน A , B , C + พี่บ้าน set 1 , 2 ทำกิจในห้องบ้าน"
188,15:30,17:30,120,REG,"ทะเบียนกลาง set 4 ประจำที่
โต๊ะทะเบียนกลาง",หน้าห้อง 116/3,แองจี้ 0635914155,"โอเว่น 0918813478
แมทธิว 0896818877","น้องที่มาหลัง 10 โมง ทะเบียนกลาง
จะประสานทะเบียนบ้านให้มารับไป
ส่งตามที่ต่าง ๆ"
189,15:45,16:00,15,ACT,ทุกห้องพร้อมทำกิจกรรม,"ห้อง 401,402,407,417
,418,419,420,421",โปร 0972185694,"ห้อง1: อิงอิง 0863360152
ห้อง2: อั้ม 0948184411
ห้อง3: เต้ 0920921853
ห้อง4: มิลค์ 0613368150
ห้อง5: กันต์ 0982624554
ห้อง6: ก้อย 0649540595
ห้อง7: ยอห์น 0992894794
ห้อง8: น้ำตาล 0933432546","หลังฝ่ายแผนมาเช็ค ความพร้อมห้องตอนช่วง 15:45 น.
สตาฟ day1 ทุกคนสแตนบายอยู่ในห้องกิจกรรมที่ได้รับมอบหมาย"
190,15:50,16:00,10,PLAN,บรีฟฝ่ายแผนและ พี่บ้านไลน์น้องจากห้องบ้านไปห้องสัน,หน้าห้องธรรม(ข้างห้องสมุดชั้น3),นอร์ท 0951461000,"บ้านไอคัท - นีโอ 0863645532   
บ้านไอค๊อกแค๊ก -  ปุ๋ย  0968635225
บ้านไอรอเธอ - ฟ้า 0819081530
บ้าน ไอแฟนยู - ออน  0912419412
บ้านไอจาม -  เชอร์รี่  0852589212
บ้านไอเพื่อน - เอิน  0993438222
บ้านไอแดง - คนิ้ง 0858101505
บ้านไอน์สไตน์ -  ถิงถิง 0958209163
พี่บ้านบ้านละ 8 คน
นอร์ท 0951461000","วิธีการไลน์น้องจากห้องบ้านไปห้องสันทนาการ
- MC พี่บ้านเรียกน้องที่ติดสติ๊กเกอร์ตามห้องสันให้ลุก
- พี่บ้านฝ่ายแผนให้น้องออกไปใส่รองเท้า  
- จัดน้องเป็นแถวเดี่ยว(ไม่ต้องแยกช ญ) ให้พี่บ้าน 1 คนนำหัวแถว พาน้องไปห้องสันทนาการ
- เมื่อพี่บ้านส่งน้องถึงห้องสันแล้วให้พี่บ้านแจ้งลงในไลน์กลุ่มบ้านโดยใช้ฟอร์ม “น้องห้องสัน x จำนวน y คนถึงห้องสันแล้ว ”เพื่อให้พี่บ้านฝ่ายแผนทราบว่าน้องถึงห้องสันแล้ว
- น้องถอดรองเท้าวางหน้าห้องสันทนาการ
- น้องเข้าห้องสันทนาการ 
"
191,16:00,16:00,-,PLAN,stand by ฝ่ายแผนและพี่บ้าน ไลน์น้องจากห้องบ้านไปห้องสัน,ห้องบ้าน,นอร์ท 0951461000,"บ้านไอคัท - นีโอ 0863645532   
บ้านไอค๊อกแค๊ก -  ปุ๋ย  0968635225
บ้านไอรอเธอ - ฟ้า 0819081530
บ้าน ไอแฟนยู - ออน  0912419412
บ้านไอจาม -  เชอร์รี่  0852589212
บ้านไอเพื่อน - เอิน  0993438222
บ้านไอแดง - คนิ้ง 0858101505
บ้านไอน์สไตน์ -  ถิงถิง 0958209163
พี่บ้านบ้านละ 8 คน",พี่แผนประจำบ้านและพี่บ้านกลับบ้านตัวเอง
193,16:00,16:00,-,COOP,พาน้องห้องบ้านไปกิจกรรมสันทนาการ,,ข้าวหอม (0899397816),"บ้าน 1 บ้านไอคัท ประสาน B - คุณ 0900725783
บ้าน 2 บ้านไอค๊อกแค๊ก ประสาน B - บูม 0944476075
บ้าน 3 บ้านไอรอเธอ ประสาน B - แบมแบม 0917356085
บ้าน 4 บ้านไอแฟนยู ประสาน B - ปัด 0954947193
บ้าน 5 บ้านไอจาม ประสาน B - ปัน 0838410404
บ้าน 6 บ้านไอเพื่อน ประสาน B - เจได 0645954462
บ้าน 7 บ้านไอแดง ประสาน B - เอมี่ 0885015035
บ้าน 8 บ้านไอน์สไตน์ ประสาน B - ปัน 0972987925","ทำตามการไลน์แถวของฝ่ายแผน + ต้องเตรียมพี่บ้านช่วยฝ่ายแผนไลน์แถว
** ยังไม่รู้ว่าฝ่ายกิจจะให้ช่วยแบ่งยังไง
ประสาน B + พี่บ้าน 1 บ้านไอคัท พาน้องไปสันกลาง"
194,16:00,18:30,150,COOP,สันทนาการ,ลานเกียร์,ข้าวหอม (0899397816),"บ้าน 1 บ้านไอคัท ประสาน B - คุณ 0900725783
บ้าน 2 บ้านไอค๊อกแค๊ก ประสาน B - บูม 0944476075
บ้าน 3 บ้านไอรอเธอ ประสาน B - แบมแบม 0917356085
บ้าน 4 บ้านไอแฟนยู ประสาน B - ปัด 0954947193
บ้าน 5 บ้านไอจาม ประสาน B - ปัน 0838410404
บ้าน 6 บ้านไอเพื่อน ประสาน B - เจได 0645954462
บ้าน 7 บ้านไอแดง ประสาน B - เอมี่ 0885015035
บ้าน 8 บ้านไอน์สไตน์ ประสาน B - ปัน 0972987925",ประสาน B + พี่บ้าน set 1  พาน้องไปสันกลาง
195,16:00,18:30,150,COOP,เตรียมข้าวเย็นน้อง,ห้องบ้าน / Icanteen,ข้าวหอม (0899397816),"บ้าน 1 บ้านไอคัท ประสาน A - นัน 0982618286
           ประสาน C - เหวิน 0826391541
บ้าน 2 บ้านไอค๊อกแค๊ก ประสาน A - นุ่น 0931695291
            ประสาน C - เนม 0988729227
บ้าน 3 บ้านไอรอเธอ ประสาน A - โชติ 0956735563
            ประสาน C - ปิ๊ก 0811499279
บ้าน 4 บ้านไอแฟนยู ประสาน A - ฟ้า 0816443327
            ประสาน C - ลูกขุน 0945619146
บ้าน 5 บ้านไอจาม ประสาน A - ชีส 0985602909
            ประสาน C - ข้าวหอม 0899397816
บ้าน 6 บ้านไอเพื่อน ประสาน A - เชียร์ 0839986709
            ประสาน C - ปิงปอง 0989838988
บ้าน 7 บ้านไอแดง ประสาน A - น้ำเพชร 0818822595
            ประสาน C - มังกร 0918515467
บ้าน 8 บ้านไอน์สไตน์ ประสาน A - พิม 0994380809
            ประสาน C - นุติ 0814139767","ประสาน A , C + พี่บ้าน set 2 เตรียมข้าวเย็นน้อง"
195,16:05,16:08,3,PLAN,ไลน์น้องจากห้องบ้านไปห้องสัน 1,ห้องบ้าน → ห้องสัน 1,นอร์ท 0951461000,"บ้านไอคัท - นีโอ 0863645532   
บ้านไอค๊อกแค๊ก -  ปุ๋ย  0968635225
บ้านไอรอเธอ - ฟ้า 0819081530
บ้าน ไอแฟนยู - ออน  0912419412
บ้านไอจาม -  เชอร์รี่  0852589212
บ้านไอเพื่อน - เอิน  0993438222
บ้านไอแดง - คนิ้ง 0858101505
บ้านไอน์สไตน์ -  ถิงถิง 0958209163
พี่บ้านบ้านละ 4 คน","บ้านไอคัท            →  บันไดกลาง  → ห้องสัน 1
บ้านไอค๊อกแค๊ก   →  บันไดกลาง  → ห้องสัน 1
บ้านไอรอเธอ       →  บันไดกลาง  → ห้องสัน 1
บ้านไอแฟนยู       →  บันไดกิจ      → ห้องสัน 1
บ้านไอจาม          →  บันไดกิจ      → ห้องสัน 1
บ้านไอเพื่อน        →  บันไดกุ๊กกู๋    → ห้องสัน 1
บ้านไอแดง          → บันไดกุ๊กกู๋    → ห้องสัน 1
บ้านไอน์สไตน์      → บันไดกุ๊กกู๋    → ห้องสัน 1"
196,16:06,16:09,3,PLAN,ไลน์น้องจากห้องบ้านไปห้องสัน 2,ห้องบ้าน → ห้องสัน 2,นอร์ท 0951461000,"บ้านไอคัท - นีโอ 0863645532   
บ้านไอค๊อกแค๊ก -  ปุ๋ย  0968635225
บ้านไอรอเธอ - ฟ้า 0819081530
บ้าน ไอแฟนยู - ออน  0912419412
บ้านไอจาม -  เชอร์รี่  0852589212
บ้านไอเพื่อน - เอิน  0993438222
บ้านไอแดง - คนิ้ง 0858101505
บ้านไอน์สไตน์ -  ถิงถิง 0958209163
พี่บ้านบ้านละ 4 คน","บ้านไอคัท            →  บันไดกลาง  → ห้องสัน 2
บ้านไอค๊อกแค๊ก   →  บันไดกลาง  → ห้องสัน 2
บ้านไอรอเธอ       →  บันไดกลาง  → ห้องสัน 2
บ้านไอแฟนยู       →  บันไดกิจ      → ห้องสัน 2
บ้านไอจาม          →  บันไดกิจ      → ห้องสัน 2
บ้านไอเพื่อน        →  บันไดกุ๊กกู๋    → ห้องสัน 2
บ้านไอแดง          → บันไดกุ๊กกู๋    → ห้องสัน 2
บ้านไอน์สไตน์      → บันไดกุ๊กกู๋    → ห้องสัน 2"
197,16:07,16:10,3,PLAN,ไลน์น้องจากห้องบ้านไปห้องสัน 3,ห้องบ้าน → ห้องสัน 3,นอร์ท 0951461000,"บ้านไอคัท - นีโอ 0863645532   
บ้านไอค๊อกแค๊ก -  ปุ๋ย  0968635225
บ้านไอรอเธอ - ฟ้า 0819081530
บ้าน ไอแฟนยู - ออน  0912419412
บ้านไอจาม -  เชอร์รี่  0852589212
บ้านไอเพื่อน - เอิน  0993438222
บ้านไอแดง - คนิ้ง 0858101505
บ้านไอน์สไตน์ -  ถิงถิง 0958209163
พี่บ้านบ้านละ 4 คน","บ้านไอคัท            →  บันไดกลาง  → ห้องสัน 3
บ้านไอค๊อกแค๊ก   →  บันไดกลาง  → ห้องสัน 3
บ้านไอรอเธอ       →  บันไดกลาง  → ห้องสัน 3
บ้านไอแฟนยู       →  บันไดกิจ      → ห้องสัน 3
บ้านไอจาม          →  บันไดกิจ      → ห้องสัน 3
บ้านไอเพื่อน        →  บันไดกุ๊กกู๋    → ห้องสัน 3
บ้านไอแดง          → บันไดกุ๊กกู๋    → ห้องสัน 3
บ้านไอน์สไตน์      → บันไดกุ๊กกู๋    → ห้องสัน 3"
198,16:08,16:11,3,PLAN,ไลน์น้องจากห้องบ้านไปห้องสัน 4,ห้องบ้าน → ห้องสัน 4,นอร์ท 0951461000,"บ้านไอคัท - นีโอ 0863645532   
บ้านไอค๊อกแค๊ก -  ปุ๋ย  0968635225
บ้านไอรอเธอ - ฟ้า 0819081530
บ้าน ไอแฟนยู - ออน  0912419412
บ้านไอจาม -  เชอร์รี่  0852589212
บ้านไอเพื่อน - เอิน  0993438222
บ้านไอแดง - คนิ้ง 0858101505
บ้านไอน์สไตน์ -  ถิงถิง 0958209163
พี่บ้านบ้านละ 4 คน","บ้านไอคัท            →  บันไดกลาง  → ห้องสัน 4
บ้านไอค๊อกแค๊ก   →  บันไดกลาง  → ห้องสัน 4
บ้านไอรอเธอ       →  บันไดกลาง  → ห้องสัน 4
บ้านไอแฟนยู       →  บันไดกิจ      → ห้องสัน 4
บ้านไอจาม          →  บันไดกิจ      → ห้องสัน 4
บ้านไอเพื่อน        →  บันไดกุ๊กกู๋    → ห้องสัน 4
บ้านไอแดง          → บันไดกุ๊กกู๋    → ห้องสัน 4
บ้านไอน์สไตน์      → บันไดกุ๊กกู๋    → ห้องสัน 4"
199,16:09,16:12,3,PLAN,ไลน์น้องจากห้องบ้านไปห้องสัน 5,ห้องบ้าน → ห้องสัน 5,นอร์ท 0951461000,"บ้านไอคัท - นีโอ 0863645532   
บ้านไอค๊อกแค๊ก -  ปุ๋ย  0968635225
บ้านไอรอเธอ - ฟ้า 0819081530
บ้าน ไอแฟนยู - ออน  0912419412
บ้านไอจาม -  เชอร์รี่  0852589212
บ้านไอเพื่อน - เอิน  0993438222
บ้านไอแดง - คนิ้ง 0858101505
บ้านไอน์สไตน์ -  ถิงถิง 0958209163
พี่บ้านบ้านละ 4 คน","บ้านไอคัท            →  บันไดกลาง  → ห้องสัน 5
บ้านไอค๊อกแค๊ก   →  บันไดกลาง  → ห้องสัน 5
บ้านไอรอเธอ       →  บันไดกลาง  → ห้องสัน 5
บ้านไอแฟนยู       →  บันไดกิจ      → ห้องสัน 5
บ้านไอจาม          →  บันไดกิจ      → ห้องสัน 5
บ้านไอเพื่อน        →  บันไดกุ๊กกู๋    → ห้องสัน 5
บ้านไอแดง          → บันไดกุ๊กกู๋    → ห้องสัน 5
บ้านไอน์สไตน์      → บันไดกุ๊กกู๋    → ห้องสัน 5"
200,16:10,16:13,3,PLAN,ไลน์น้องจากห้องบ้านไปห้องสัน 6,ห้องบ้าน → ห้องสัน 6,นอร์ท 0951461000,"บ้านไอคัท - นีโอ 0863645532   
บ้านไอค๊อกแค๊ก -  ปุ๋ย  0968635225
บ้านไอรอเธอ - ฟ้า 0819081530
บ้าน ไอแฟนยู - ออน  0912419412
บ้านไอจาม -  เชอร์รี่  0852589212
บ้านไอเพื่อน - เอิน  0993438222
บ้านไอแดง - คนิ้ง 0858101505
บ้านไอน์สไตน์ -  ถิงถิง 0958209163
พี่บ้านบ้านละ 4 คน","บ้านไอคัท            →  บันไดกลาง  → ห้องสัน 6
บ้านไอค๊อกแค๊ก   →  บันไดกลาง  → ห้องสัน 6
บ้านไอรอเธอ       →  บันไดกลาง  → ห้องสัน 6 
บ้านไอแฟนยู       →  บันไดกิจ      → ห้องสัน 6
บ้านไอจาม          →  บันไดกิจ      → ห้องสัน 6
บ้านไอเพื่อน        →  บันไดกุ๊กกู๋    → ห้องสัน 6
บ้านไอแดง          → บันไดกุ๊กกู๋    → ห้องสัน 6
บ้านไอน์สไตน์      → บันไดกุ๊กกู๋    → ห้องสัน 6"
201,16:11,16:14,3,PLAN,ไลน์น้องจากห้องบ้านไปห้องสัน 7,ห้องบ้าน → ห้องสัน 7,นอร์ท 0951461000,"บ้านไอคัท - นีโอ 0863645532   
บ้านไอค๊อกแค๊ก -  ปุ๋ย  0968635225
บ้านไอรอเธอ - ฟ้า 0819081530
บ้าน ไอแฟนยู - ออน  0912419412
บ้านไอจาม -  เชอร์รี่  0852589212
บ้านไอเพื่อน - เอิน  0993438222
บ้านไอแดง - คนิ้ง 0858101505
บ้านไอน์สไตน์ -  ถิงถิง 0958209163
พี่บ้านบ้านละ 4 คน","บ้านไอคัท            →  บันไดกลาง  → ห้องสัน 7
บ้านไอค๊อกแค๊ก   →  บันไดกลาง  → ห้องสัน 7
บ้านไอรอเธอ       →  บันไดกลาง  → ห้องสัน 7
บ้านไอแฟนยู       →  บันไดกิจ      → ห้องสัน 7
บ้านไอจาม          →  บันไดกิจ      → ห้องสัน 7
บ้านไอเพื่อน        →  บันไดกุ๊กกู๋    → ห้องสัน 7
บ้านไอแดง          → บันไดกุ๊กกู๋    → ห้องสัน 7
บ้านไอน์สไตน์      → บันไดกุ๊กกู๋    → ห้องสัน 7"
202,16:12,16:15,3,PLAN,ไลน์น้องจากห้องบ้านไปห้องสัน 8,ห้องบ้าน → ห้องสัน 8,นอร์ท 0951461000,"บ้านไอคัท - นีโอ 0863645532   
บ้านไอค๊อกแค๊ก -  ปุ๋ย  0968635225
บ้านไอรอเธอ - ฟ้า 0819081530
บ้าน ไอแฟนยู - ออน  0912419412
บ้านไอจาม -  เชอร์รี่  0852589212
บ้านไอเพื่อน - เอิน  0993438222
บ้านไอแดง - คนิ้ง 0858101505
บ้านไอน์สไตน์ -  ถิงถิง 0958209163
พี่บ้านบ้านละ 4 คน","บ้านไอคัท            →  บันไดกลาง  → ห้องสัน 8
บ้านไอค๊อกแค๊ก   →  บันไดกลาง  → ห้องสัน 8
บ้านไอรอเธอ       →  บันไดกลาง  → ห้องสัน 8
บ้านไอแฟนยู       →  บันไดกิจ      → ห้องสัน 8
บ้านไอจาม          →  บันไดกิจ      → ห้องสัน 8
บ้านไอเพื่อน        →  บันไดกุ๊กกู๋    → ห้องสัน 8
บ้านไอแดง          → บันไดกุ๊กกู๋    → ห้องสัน 8 
บ้านไอน์สไตน์      → บันไดกุ๊กกู๋    → ห้องสัน 8"
203,16:15,16:30,15,ACT,ทุกห้องเล่นเกมบิงโกชื่อ,"ห้อง 401,402,407,417
,418,419,420,421",โปร 0972185694,"ห้อง1: อิงอิง 0863360152
ห้อง2: อั้ม 0948184411
ห้อง3: เต้ 0920921853
ห้อง4: มิลค์ 0613368150
ห้อง5: กันต์ 0982624554
ห้อง6: ก้อย 0649540595
ห้อง7: ยอห์น 0992894794
ห้อง8: น้ำตาล 0933432546","น้องๆและสตาฟ day1 ทำกิจกรรมตามห้องที่ได้ระบุ
เฟส1: อธิบายกติกา และให้น้องสร้างตารางบิงโก
เฟส2: ตามหาชื่อ
เฟส3: เล่นบิงโก
***ระหว่างกิจกรรมให้น้องที่ไม่ไหวจริงๆเข้าห้องน้ำได้"
204,16:30,16:30,-,PLAN,ประชุมสรุปงาน,ห้องฝ่ายแผน,นอร์ท 0951461000,ฝ่ายแผนทุกคน,"- process วันต่อไป
- บรีฟเพื่อน"
205,16:30,16:45,15,ACT,ห้อง 402 417 419 421 เล่นเกมใบ้คำวาดรูป,ห้อง 402 417 419 421,โปร 0972185694,"ห้อง1: อิงอิง 0863360152
ห้อง2: อั้ม 0948184411
ห้อง3: เต้ 0920921853
ห้อง4: มิลค์ 0613368150
ห้อง5: กันต์ 0982624554
ห้อง6: ก้อย 0649540595
ห้อง7: ยอห์น 0992894794
ห้อง8: น้ำตาล 0933432546","น้องๆและสตาฟ day1 ทำกิจกรรมตามห้องที่ได้ระบุ
เฟส1: อธิบายกติกา และแจกอุปกรณ์
เฟส2: แบ่งกลุ่ม 4 กลุ่ม (2 บ้าน 1 กลุ่ม)
เฟส2: ใน 1 กลุ่ม น้อง 1 คน ทาย ที่เหลือวาดเล่นพร้อมกันในเวลาที่กำหนด
กลุ่มไหนทายได้เยอะสุดชนะ
***ระหว่างกิจกรรมให้น้องที่ไม่ไหวจริงๆเข้าห้องน้ำได้"
206,16:30,16:55,25,ACT,ห้อง 401 407 418 420 เล่นเกมจุด,ห้อง 401 407 418 420,โปร 0972185694,"ห้อง1: อิงอิง 0863360152
ห้อง2: อั้ม 0948184411
ห้อง3: เต้ 0920921853
ห้อง4: มิลค์ 0613368150
ห้อง5: กันต์ 0982624554
ห้อง6: ก้อย 0649540595
ห้อง7: ยอห์น 0992894794
ห้อง8: น้ำตาล 0933432546","น้องๆและสตาฟ day1 ทำกิจกรรมตามห้องที่ได้ระบุ
เฟส1: อธิบายกติกา และแบ่งกลุ่ม 2 กลุ่ม (4 บ้าน 1 กลุ่ม)
เฟส2: กลุ่ม 1&2 สลับกันเล่นกิจกรรม 2 รอบ
***ระหว่างกิจกรรมให้น้องที่ไม่ไหวจริงๆเข้าห้องน้ำได้"
207,16:45,17:10,25,ACT,ห้อง 402 417 419 421 เล่นเกมจุด,ห้อง 402 417 419 421,โปร 0972185694,"ห้อง1: อิงอิง 0863360152
ห้อง2: อั้ม 0948184411
ห้อง3: เต้ 0920921853
ห้อง4: มิลค์ 0613368150
ห้อง5: กันต์ 0982624554
ห้อง6: ก้อย 0649540595
ห้อง7: ยอห์น 0992894794
ห้อง8: น้ำตาล 0933432546","น้องๆและสตาฟ day1 ทำกิจกรรมตามห้องที่ได้ระบุ
เฟส1: อธิบายกติกา และแบ่งกลุ่ม 2 กลุ่ม (4 บ้าน 1 กลุ่ม)
เฟส2: กลุ่ม 1&2 สลับกันเล่นกิจกรรม 2 รอบ
***ระหว่างกิจกรรมให้น้องที่ไม่ไหวจริงๆเข้าห้องน้ำได้"
208,16:55,17:05,10,ACT,ห้อง 401 407 418 420 พักเบรก 1,"ห้องน้ำชั้น 2,3,4 และห้องน้ำเหล็ก",โปร 0972185694,แนน 0823083178,"401 เข้าห้องน้ำชั้น 2 (ลงบันไดกิจ)
407 เข้าห้องน้ำชั้น 4
418 เข้าห้องน้ำชั้น 3 (ลงบันไดซีร็อก)
420 เข้าห้องน้ำเหล็ก"
209,17:05,17:20,15,ACT,ห้อง 401 407 418 420 เกมใบ้คำวาดรูป,"
ห้อง 401 407 418 420
",โปร 0972185694,"ห้อง1: อิงอิง 0863360152
ห้อง2: อั้ม 0948184411
ห้อง3: เต้ 0920921853
ห้อง4: มิลค์ 0613368150
ห้อง5: กันต์ 0982624554
ห้อง6: ก้อย 0649540595
ห้อง7: ยอห์น 0992894794
ห้อง8: น้ำตาล 0933432546","น้องๆและสตาฟ day1 ทำกิจกรรมตามห้องที่ได้ระบุ เฟส1: อธิบายกติกา และแจกอุปกรณ์ เฟส2: แบ่งกลุ่ม 4 กลุ่ม (2 บ้าน 1 กลุ่ม) เฟส2: ใน 1 กลุ่ม น้อง 1 คน ทาย ที่เหลือวาดเล่นพร้อมกันในเวลาที่กำหนด กลุ่มไหนทายได้เยอะสุดชนะ ***ระหว่างกิจกรรมให้น้องที่ไม่ไหวจริงๆเข้าห้องน้ำได้""*"
210,17:10,17:20,10,ACT,ห้อง 402 417 419 421 พักเบรก 1,"ห้องน้ำชั้น 2,3,4 และห้องน้ำเหล็ก",โปร 0972185694,แนน 0823083178,"402 เข้าห้องน้ำชั้น 2 (ลงบันไดกิจ)
417 เข้าห้องน้ำชั้น 4
419 เข้าห้องน้ำชั้น 3 (ลงบันไดซีร็อก)
421 เข้าห้องน้ำเหล็ก"
211,17:15,17:15,-,SUPPLY,เช็กความพร้อมร้านอาหาร,ลานเกียร์,โบอิ้ง 0958948965,โบอิ้ง 0958948965,"โทรเช็กความพร้อมของร้าน 3 หอใน ที่เบอร์ 0805537271, 0851100543"
212,17:20,17:30,10,ACT,ทุกห้อง เล่นเกม will you marry me?,"ห้อง 401,402,407,417
,418,419,420,421",โปร 0972185694,"ห้อง1: อิงอิง 0863360152
ห้อง2: อั้ม 0948184411
ห้อง3: เต้ 0920921853
ห้อง4: มิลค์ 0613368150
ห้อง5: กันต์ 0982624554
ห้อง6: ก้อย 0649540595
ห้อง7: ยอห์น 0992894794
ห้อง8: น้ำตาล 0933432546","น้องๆและสตาฟ day1 ทำกิจกรรมตามห้องที่ได้ระบุ
เฟส1: อธิบายกติกา และให้น้องล้อมเป็นวงกลม
เฟส2: เล่นกิจกรรม 
***ระหว่างกิจกรรมให้น้องที่ไม่ไหวจริงๆเข้าห้องน้ำได้""
**ถ้าเวลาไม่พอสามาถข้ามเกมนี้ไปได้้เลย"
213,17:20,17:40,20,SUPPLY,รับอาหารจากร้าน,ป้ายคณะ,โบอิ้ง 0958948965,โบอิ้ง 0958948965,ฝ่ายสวัสดิการรับอาหารเย็น
214,17:30,17:45,15,ACT,ทุกห้อง เล่นเกมรักใครใส่บอล,"ห้อง 401,402,407,417
,418,419,420,421",โปร 0972185704,"ห้อง1: อิงอิง 0863360152
ห้อง2: อั้ม 0948184411
ห้อง3: เต้ 0920921853
ห้อง4: มิลค์ 0613368150
ห้อง5: กันต์ 0982624554
ห้อง6: ก้อย 0649540595
ห้อง7: ยอห์น 0992894794
ห้อง8: น้ำตาล 0933432546","น้องๆและสตาฟ day1 ทำกิจกรรมตามห้องที่ได้ระบุ
เฟส1: อธิบายกติกา และแบ่งกลุ่ม แบ่งกลุ่ม 4 กลุ่ม (2 บ้าน 1 กลุ่ม)
เฟส2: เล่นกิจกรรม
***ระหว่างกิจกรรมให้น้องที่ไม่ไหวจริงๆเข้าห้องน้ำได้""
"
215,17:30,19:15,105,REG,"ทะเบียนกลาง set 5 ประจำที่
โต๊ะทะเบียนกลาง",หน้าห้อง 116/3,แองจี้ 0635914155,"กฤษฏิ์ 0819598383
เจิ้ง 0919503579","น้องที่มาหลัง 10 โมง ทะเบียนกลาง
จะประสานทะเบียนบ้านให้มารับไป
ส่งตามที่ต่าง ๆ"
216,17:40,18:00,20,SUPPLY,จัดเตรียมอาหารสำหรับแต่ละบ้าน,ลานชาไทย,โบอิ้ง 0958948965,สวัสและสวัสบ้าน,สวัสดิบ้านรับไปบ้านละ 30 กล่อง เพื่อเตรียมเดินแจกน้องระหว่างตั้งแถวเช็กชื่อ
